============================================================
data:
  name: weather
  root_path: data/weather
  data_path: weather.csv
  data_kind: custom
  features: M
  target: OT
  freq: t
  n_vars: 21
model:
  name: patchtst
  type: transformer
  d_model: 128
  d_ff: 256
  e_layers: 3
  n_heads: 16
  patch_len: 16
  stride: 8
  dropout: 0.2
  fc_dropout: 0.2
  head_dropout: 0.0
  activation: gelu
  revin: 1
  affine: 0
  subtract_last: 0
  decomposition: 0
  kernel_size: 25
  individual: 0
train:
  name: default
  seq_len: 96
  label_len: 48
  pred_len: 192
  batch_size: 32
  num_workers: 4
  train_epochs: 30
  patience: 8
  learning_rate: 0.0001
  loss: mse
  lradj: type3
  weight_decay: 0.0
  gradient_clip: 1.0
  use_amp: true
  gpu_resident_data: false
  matmul_precision: highest
  log_interval: 50
  val_interval: 1
  checkpoint_dir: checkpoints
  use_wandb: false
  wandb_project: vglg-tsf
seed: 2021
device: cuda
project: vglg-tsf
run_name: null
tag: supp_method_b

============================================================
Loaded data | train=36600 val=5079 test=10348
Built model: patchtst | params=694,848
  epoch 23 batch 850/1143 loss=0.492608
  epoch 23 batch 900/1143 loss=0.492607
  epoch 23 batch 950/1143 loss=0.490977
  epoch 23 batch 1000/1143 loss=0.492057
  epoch 23 batch 1050/1143 loss=0.492061
  epoch 23 batch 1100/1143 loss=0.492498
Epoch 23 | train_loss=0.490858 val_mse=0.499931 val_mae=0.327553 (207.3s)
  EarlyStopping: 6/8
  epoch 24 batch 50/1143 loss=0.442186
  epoch 24 batch 100/1143 loss=0.454414
  epoch 24 batch 150/1143 loss=0.464755
  epoch 24 batch 200/1143 loss=0.475801
  epoch 24 batch 250/1143 loss=0.483651
  epoch 24 batch 300/1143 loss=0.489638
  epoch 24 batch 350/1143 loss=0.486599
  epoch 24 batch 400/1143 loss=0.490285
  epoch 24 batch 450/1143 loss=0.486589
  epoch 24 batch 500/1143 loss=0.490875
  epoch 24 batch 550/1143 loss=0.489549
  epoch 24 batch 600/1143 loss=0.488711
  epoch 24 batch 650/1143 loss=0.491703
  epoch 24 batch 700/1143 loss=0.491277
  epoch 24 batch 750/1143 loss=0.489591
  epoch 24 batch 800/1143 loss=0.487528
  epoch 24 batch 850/1143 loss=0.486097
  epoch 24 batch 900/1143 loss=0.484844
  epoch 24 batch 950/1143 loss=0.486379
  epoch 24 batch 1000/1143 loss=0.487030
  epoch 24 batch 1050/1143 loss=0.487745
  epoch 24 batch 1100/1143 loss=0.489113
Epoch 24 | train_loss=0.490360 val_mse=0.500060 val_mae=0.327083 (210.0s)
  EarlyStopping: 7/8
  epoch 25 batch 50/1143 loss=0.460040
  epoch 25 batch 100/1143 loss=0.482173
  epoch 25 batch 150/1143 loss=0.486002
  epoch 25 batch 200/1143 loss=0.488536
  epoch 25 batch 250/1143 loss=0.482669
  epoch 25 batch 300/1143 loss=0.477713
  epoch 25 batch 350/1143 loss=0.472186
  epoch 25 batch 400/1143 loss=0.478900
  epoch 25 batch 450/1143 loss=0.482711
  epoch 25 batch 500/1143 loss=0.476627
  epoch 25 batch 550/1143 loss=0.480208
  epoch 25 batch 600/1143 loss=0.480039
  epoch 25 batch 650/1143 loss=0.480163
  epoch 25 batch 700/1143 loss=0.480336
  epoch 25 batch 750/1143 loss=0.485197
  epoch 25 batch 800/1143 loss=0.485901
  epoch 25 batch 850/1143 loss=0.487726
  epoch 25 batch 900/1143 loss=0.486619
  epoch 25 batch 950/1143 loss=0.488753
  epoch 25 batch 1000/1143 loss=0.490097
  epoch 25 batch 1050/1143 loss=0.490318
  epoch 25 batch 1100/1143 loss=0.490865
Epoch 25 | train_loss=0.490217 val_mse=0.497387 val_mae=0.326756 (208.3s)
  EarlyStopping: 8/8
Early stopping at epoch 25.

Test | mse=0.219313 mae=0.255460 rmse=0.468309
